index,emotion,Usage
9267,4,Training
9268,3,Training
9269,3,Training
9270,4,Training
9271,5,Training
9272,3,Training
9273,6,Training
9274,3,Training
9275,0,Training
9276,6,Training
9277,4,Training
9278,3,Training
9279,3,Training
9280,4,Training
9281,2,Training
9282,4,Training
9283,4,Training
9284,3,Training
9285,0,Training
9286,3,Training
9287,2,Training
9288,6,Training
9289,0,Training
9290,3,Training
9291,2,Training
9292,6,Training
9293,0,Training
9294,3,Training
9295,6,Training
9296,3,Training
9297,1,Training
9298,3,Training
9299,2,Training
9300,3,Training
9301,3,Training
9302,2,Training
9303,6,Training
9304,6,Training
9305,6,Training
9306,2,Training
9307,5,Training
9308,4,Training
9309,5,Training
9310,3,Training
9311,3,Training
9312,3,Training
9313,2,Training
9314,6,Training
9315,3,Training
9316,2,Training
9317,0,Training
9318,3,Training
9319,3,Training
9320,5,Training
9321,3,Training
9322,3,Training
9323,2,Training
9324,6,Training
9325,2,Training
9326,3,Training
9327,4,Training
9328,3,Training
9329,2,Training
9330,3,Training
9331,0,Training
9332,3,Training
9333,2,Training
9334,5,Training
9335,6,Training
9336,4,Training
9337,5,Training
9338,4,Training
9339,3,Training
9340,4,Training
9341,3,Training
9342,0,Training
9343,1,Training
9344,3,Training
9345,0,Training
9346,2,Training
9347,3,Training
9348,4,Training
9349,6,Training
9350,3,Training
9351,0,Training
9352,3,Training
9353,2,Training
9354,5,Training
9355,6,Training
9356,6,Training
9357,0,Training
9358,3,Training
9359,2,Training
9360,6,Training
9361,3,Training
9362,6,Training
9363,6,Training
9364,3,Training
9365,5,Training
9366,1,Training
9367,5,Training
9368,2,Training
9369,2,Training
9370,2,Training
9371,3,Training
9372,3,Training
9373,3,Training
9374,4,Training
9375,2,Training
9376,3,Training
9377,2,Training
9378,5,Training
9379,3,Training
9380,5,Training
9381,6,Training
9382,4,Training
9383,0,Training
9384,5,Training
9385,3,Training
9386,3,Training
9387,4,Training
9388,3,Training
9389,0,Training
9390,6,Training
9391,4,Training
9392,3,Training
9393,4,Training
9394,5,Training
9395,4,Training
9396,6,Training
9397,4,Training
9398,0,Training
9399,0,Training
9400,0,Training
9401,3,Training
9402,3,Training
9403,0,Training
9404,0,Training
9405,4,Training
9406,4,Training
9407,3,Training
9408,4,Training
9409,6,Training
9410,6,Training
9411,3,Training
9412,3,Training
9413,4,Training
9414,6,Training
9415,6,Training
9416,3,Training
9417,0,Training
9418,0,Training
9419,4,Training
9420,6,Training
9421,5,Training
9422,6,Training
9423,0,Training
9424,3,Training
9425,3,Training
9426,3,Training
9427,6,Training
9428,5,Training
9429,3,Training
9430,6,Training
9431,0,Training
9432,2,Training
9433,4,Training
9434,6,Training
9435,3,Training
9436,2,Training
9437,3,Training
9438,6,Training
9439,6,Training
9440,2,Training
9441,6,Training
9442,3,Training
9443,0,Training
9444,6,Training
9445,4,Training
9446,2,Training
9447,3,Training
9448,4,Training
9449,5,Training
9450,5,Training
9451,6,Training
9452,0,Training
9453,6,Training
9454,4,Training
9455,3,Training
9456,4,Training
9457,4,Training
9458,0,Training
9459,4,Training
9460,1,Training
9461,0,Training
9462,5,Training
9463,4,Training
9464,1,Training
9465,4,Training
9466,6,Training
9467,5,Training
9468,0,Training
9469,3,Training
9470,2,Training
9471,3,Training
9472,1,Training
9473,6,Training
9474,2,Training
9475,0,Training
9476,3,Training
9477,6,Training
9478,5,Training
9479,6,Training
9480,4,Training
9481,6,Training
9482,3,Training
9483,2,Training
9484,6,Training
9485,0,Training
9486,3,Training
9487,3,Training
9488,5,Training
9489,2,Training
9490,6,Training
9491,4,Training
9492,4,Training
9493,6,Training
9494,6,Training
9495,6,Training
9496,3,Training
9497,3,Training
9498,4,Training
9499,5,Training
9500,2,Training
9501,0,Training
9502,2,Training
9503,5,Training
9504,1,Training
9505,0,Training
9506,5,Training
9507,6,Training
9508,4,Training
9509,3,Training
9510,2,Training
9511,6,Training
9512,0,Training
9513,2,Training
9514,3,Training
9515,2,Training
9516,3,Training
9517,4,Training
9518,3,Training
9519,4,Training
9520,5,Training
9521,5,Training
9522,6,Training
9523,3,Training
9524,2,Training
9525,2,Training
9526,0,Training
9527,2,Training
9528,0,Training
9529,6,Training
9530,0,Training
9531,3,Training
9532,3,Training
9533,2,Training
9534,3,Training
9535,0,Training
9536,0,Training
9537,5,Training
9538,3,Training
9539,0,Training
9540,4,Training
9541,5,Training
9542,3,Training
9543,6,Training
9544,2,Training
9545,3,Training
9546,5,Training
9547,3,Training
9548,4,Training
9549,4,Training
9550,6,Training
9551,5,Training
9552,0,Training
9553,0,Training
9554,4,Training
9555,0,Training
9556,3,Training
9557,2,Training
9558,6,Training
9559,6,Training
9560,5,Training
9561,4,Training
9562,3,Training
9563,0,Training
9564,6,Training
9565,0,Training
9566,0,Training
9567,0,Training
9568,4,Training
9569,4,Training
9570,3,Training
9571,3,Training
9572,4,Training
9573,2,Training
9574,4,Training
9575,2,Training
9576,4,Training
9577,2,Training
9578,2,Training
9579,3,Training
9580,6,Training
9581,6,Training
9582,5,Training
9583,0,Training
9584,6,Training
9585,4,Training
9586,0,Training
9587,4,Training
9588,4,Training
9589,6,Training
9590,4,Training
9591,0,Training
9592,3,Training
9593,2,Training
9594,3,Training
9595,5,Training
9596,4,Training
9597,3,Training
9598,3,Training
9599,3,Training
9600,3,Training
9601,6,Training
9602,2,Training
9603,3,Training
9604,6,Training
9605,3,Training
9606,2,Training
9607,5,Training
9608,2,Training
9609,6,Training
9610,4,Training
9611,6,Training
9612,1,Training
9613,2,Training
9614,3,Training
9615,0,Training
9616,3,Training
9617,2,Training
9618,3,Training
9619,0,Training
9620,4,Training
9621,0,Training
9622,5,Training
9623,0,Training
9624,5,Training
9625,3,Training
9626,5,Training
9627,6,Training
9628,3,Training
9629,5,Training
9630,5,Training
9631,3,Training
9632,2,Training
9633,6,Training
9634,3,Training
9635,3,Training
9636,3,Training
9637,3,Training
9638,6,Training
9639,4,Training
9640,3,Training
9641,3,Training
9642,3,Training
9643,4,Training
9644,5,Training
9645,0,Training
9646,5,Training
9647,3,Training
9648,2,Training
9649,3,Training
9650,5,Training
9651,2,Training
9652,3,Training
9653,3,Training
9654,1,Training
9655,5,Training
9656,0,Training
9657,5,Training
9658,4,Training
9659,5,Training
9660,3,Training
9661,2,Training
9662,2,Training
9663,3,Training
9664,0,Training
9665,4,Training
9666,6,Training
9667,2,Training
9668,3,Training
9669,6,Training
9670,4,Training
9671,6,Training
9672,5,Training
9673,3,Training
9674,4,Training
9675,0,Training
9676,6,Training
9677,0,Training
9678,2,Training
9679,1,Training
9680,5,Training
9681,5,Training
9682,3,Training
9683,0,Training
9684,6,Training
9685,0,Training
9686,6,Training
9687,3,Training
9688,6,Training
9689,4,Training
9690,4,Training
9691,0,Training
9692,6,Training
9693,4,Training
9694,3,Training
9695,1,Training
9696,2,Training
9697,0,Training
9698,0,Training
9699,3,Training
9700,6,Training
9701,6,Training
9702,3,Training
9703,5,Training
9704,4,Training
9705,3,Training
9706,3,Training
9707,0,Training
9708,3,Training
9709,3,Training
9710,6,Training
9711,6,Training
9712,6,Training
9713,4,Training
9714,3,Training
9715,0,Training
9716,1,Training
9717,6,Training
9718,6,Training
9719,4,Training
9720,4,Training
9721,2,Training
9722,6,Training
9723,6,Training
9724,6,Training
9725,2,Training
9726,4,Training
9727,2,Training
9728,5,Training
9729,0,Training
9730,4,Training
9731,2,Training
9732,0,Training
9733,1,Training
9734,4,Training
9735,2,Training
9736,6,Training
9737,4,Training
9738,1,Training
9739,4,Training
9740,3,Training
9741,0,Training
9742,5,Training
9743,0,Training
9744,3,Training
9745,4,Training
9746,4,Training
9747,4,Training
9748,0,Training
9749,5,Training
9750,4,Training
9751,0,Training
9752,0,Training
9753,0,Training
9754,6,Training
9755,0,Training
9756,4,Training
9757,6,Training
9758,2,Training
9759,5,Training
9760,2,Training
9761,2,Training
9762,3,Training
9763,4,Training
9764,3,Training
9765,2,Training
9766,3,Training
9767,0,Training
9768,6,Training
9769,4,Training
9770,0,Training
9771,0,Training
9772,3,Training
9773,6,Training
9774,3,Training
9775,3,Training
9776,5,Training
9777,6,Training
9778,3,Training
9779,3,Training
9780,6,Training
9781,5,Training
9782,0,Training
9783,3,Training
9784,5,Training
9785,0,Training
9786,5,Training
9787,5,Training
9788,2,Training
9789,5,Training
9790,3,Training
9791,4,Training
9792,5,Training
9793,6,Training
9794,4,Training
9795,2,Training
9796,5,Training
9797,5,Training
9798,0,Training
9799,6,Training
9800,3,Training
9801,5,Training
9802,0,Training
9803,6,Training
9804,0,Training
9805,6,Training
9806,5,Training
9807,6,Training
9808,2,Training
9809,0,Training
9810,4,Training
9811,0,Training
9812,3,Training
9813,5,Training
9814,4,Training
9815,0,Training
9816,3,Training
9817,0,Training
9818,5,Training
9819,3,Training
9820,2,Training
9821,5,Training
9822,0,Training
9823,6,Training
9824,6,Training
9825,3,Training
9826,3,Training
9827,3,Training
9828,3,Training
9829,6,Training
9830,5,Training
9831,6,Training
9832,4,Training
9833,3,Training
9834,3,Training
9835,5,Training
9836,2,Training
9837,3,Training
9838,6,Training
9839,5,Training
9840,3,Training
9841,4,Training
9842,2,Training
9843,6,Training
9844,1,Training
9845,3,Training
9846,3,Training
9847,4,Training
9848,3,Training
9849,2,Training
9850,2,Training
9851,0,Training
9852,6,Training
9853,5,Training
9854,2,Training
9855,3,Training
9856,3,Training
9857,2,Training
9858,6,Training
9859,5,Training
9860,2,Training
9861,2,Training
9862,0,Training
9863,4,Training
9864,4,Training
9865,3,Training
9866,4,Training
9867,6,Training
9868,4,Training
9869,5,Training
9870,4,Training
9871,6,Training
9872,3,Training
9873,0,Training
9874,6,Training
9875,3,Training
9876,0,Training
9877,2,Training
9878,5,Training
9879,5,Training
9880,5,Training
9881,6,Training
9882,5,Training
9883,3,Training
9884,0,Training
9885,4,Training
9886,3,Training
9887,5,Training
9888,2,Training
9889,4,Training
9890,3,Training
9891,4,Training
9892,4,Training
9893,3,Training
9894,5,Training
9895,4,Training
9896,0,Training
9897,3,Training
9898,2,Training
9899,3,Training
9900,4,Training
9901,3,Training
9902,0,Training
9903,3,Training
9904,3,Training
9905,0,Training
9906,6,Training
9907,6,Training
9908,5,Training
9909,4,Training
9910,3,Training
9911,0,Training
9912,4,Training
9913,1,Training
9914,3,Training
9915,6,Training
9916,0,Training
9917,3,Training
9918,5,Training
9919,0,Training
9920,6,Training
9921,3,Training
9922,3,Training
9923,4,Training
9924,5,Training
9925,3,Training
9926,6,Training
9927,4,Training
9928,3,Training
9929,3,Training
9930,0,Training
9931,0,Training
9932,3,Training
9933,3,Training
9934,3,Training
9935,3,Training
9936,6,Training
9937,3,Training
9938,4,Training
9939,2,Training
9940,3,Training
9941,2,Training
9942,5,Training
9943,4,Training
9944,3,Training
9945,6,Training
9946,4,Training
9947,5,Training
9948,2,Training
9949,5,Training
9950,0,Training
9951,2,Training
9952,4,Training
9953,0,Training
9954,6,Training
9955,5,Training
9956,0,Training
9957,3,Training
9958,2,Training
9959,3,Training
9960,3,Training
9961,5,Training
9962,2,Training
9963,4,Training
9964,2,Training
9965,2,Training
9966,4,Training
9967,3,Training
9968,2,Training
9969,5,Training
9970,6,Training
9971,3,Training
9972,2,Training
9973,3,Training
9974,4,Training
9975,6,Training
9976,4,Training
9977,3,Training
9978,3,Training
9979,3,Training
9980,6,Training
9981,0,Training
9982,6,Training
9983,3,Training
9984,3,Training
9985,5,Training
9986,4,Training
9987,6,Training
9988,0,Training
9989,3,Training
9990,5,Training
9991,2,Training
9992,5,Training
9993,6,Training
9994,0,Training
9995,6,Training
9996,5,Training
9997,4,Training
9998,6,Training
9999,6,Training
10000,3,Training
10001,3,Training
10002,0,Training
10003,6,Training
10004,4,Training
10005,3,Training
10006,4,Training
10007,5,Training
10008,4,Training
10009,5,Training
10010,2,Training
10011,5,Training
10012,2,Training
10013,5,Training
10014,6,Training
10015,2,Training
10016,0,Training
10017,6,Training
10018,1,Training
10019,3,Training
10020,4,Training
10021,6,Training
10022,1,Training
10023,3,Training
10024,6,Training
10025,2,Training
10026,6,Training
10027,6,Training
10028,4,Training
10029,2,Training
10030,6,Training
10031,4,Training
10032,2,Training
10033,6,Training
10034,4,Training
10035,3,Training
10036,6,Training
10037,0,Training
10038,0,Training
10039,3,Training
10040,2,Training
10041,6,Training
10042,3,Training
10043,2,Training
10044,2,Training
10045,6,Training
10046,3,Training
10047,2,Training
10048,6,Training
10049,4,Training
10050,3,Training
10051,6,Training
10052,0,Training
10053,1,Training
10054,6,Training
10055,2,Training
10056,5,Training
10057,0,Training
10058,6,Training
10059,4,Training
10060,3,Training
10061,5,Training
10062,6,Training
10063,0,Training
10064,4,Training
10065,0,Training
10066,3,Training
10067,2,Training
10068,6,Training
10069,0,Training
10070,4,Training
10071,3,Training
10072,2,Training
10073,4,Training
10074,3,Training
10075,2,Training
10076,5,Training
10077,6,Training
10078,4,Training
10079,0,Training
10080,5,Training
10081,4,Training
10082,5,Training
10083,3,Training
10084,6,Training
10085,6,Training
10086,2,Training
10087,5,Training
10088,2,Training
10089,4,Training
10090,2,Training
10091,6,Training
10092,3,Training
10093,6,Training
10094,3,Training
10095,0,Training
10096,3,Training
10097,5,Training
10098,3,Training
10099,2,Training
10100,0,Training
10101,6,Training
10102,3,Training
10103,4,Training
10104,3,Training
10105,0,Training
10106,3,Training
10107,2,Training
10108,4,Training
10109,6,Training
10110,6,Training
10111,3,Training
10112,1,Training
10113,6,Training
10114,4,Training
10115,0,Training
10116,4,Training
10117,6,Training
10118,6,Training
10119,6,Training
10120,3,Training
10121,0,Training
10122,0,Training
10123,2,Training
10124,3,Training
10125,2,Training
10126,3,Training
10127,4,Training
10128,4,Training
10129,6,Training
10130,6,Training
10131,2,Training
10132,4,Training
10133,4,Training
10134,6,Training
10135,3,Training
10136,6,Training
10137,1,Training
10138,3,Training
10139,3,Training
10140,3,Training
10141,3,Training
10142,0,Training
10143,6,Training
10144,5,Training
10145,3,Training
10146,3,Training
10147,2,Training
10148,0,Training
10149,2,Training
10150,6,Training
10151,3,Training
10152,2,Training
10153,3,Training
10154,0,Training
10155,0,Training
10156,3,Training
10157,3,Training
10158,0,Training
10159,3,Training
10160,3,Training
10161,3,Training
10162,5,Training
10163,0,Training
10164,4,Training
10165,4,Training
10166,3,Training
10167,0,Training
10168,3,Training
10169,2,Training
10170,2,Training
10171,4,Training
10172,4,Training
10173,6,Training
10174,6,Training
10175,6,Training
10176,4,Training
10177,6,Training
10178,0,Training
10179,4,Training
10180,6,Training
10181,0,Training
10182,3,Training
10183,2,Training
10184,5,Training
10185,5,Training
10186,3,Training
10187,3,Training
10188,4,Training
10189,2,Training
10190,6,Training
10191,2,Training
10192,0,Training
10193,3,Training
10194,3,Training
10195,6,Training
10196,0,Training
10197,6,Training
10198,3,Training
10199,3,Training
10200,6,Training
10201,2,Training
10202,0,Training
10203,3,Training
10204,6,Training
10205,2,Training
10206,6,Training
10207,0,Training
10208,2,Training
10209,2,Training
10210,2,Training
10211,5,Training
10212,2,Training
10213,5,Training
10214,0,Training
10215,0,Training
10216,6,Training
10217,6,Training
10218,3,Training
10219,6,Training
10220,2,Training
10221,6,Training
10222,6,Training
10223,0,Training
10224,3,Training
10225,4,Training
10226,0,Training
10227,5,Training
10228,3,Training
10229,3,Training
10230,2,Training
10231,3,Training
10232,5,Training
10233,6,Training
10234,6,Training
10235,3,Training
10236,1,Training
10237,3,Training
10238,2,Training
10239,6,Training
10240,0,Training
10241,5,Training
10242,0,Training
10243,3,Training
10244,2,Training
10245,4,Training
10246,5,Training
10247,6,Training
10248,3,Training
10249,5,Training
10250,0,Training
10251,0,Training
10252,4,Training
10253,0,Training
10254,6,Training
10255,4,Training
10256,5,Training
10257,3,Training
10258,3,Training
10259,5,Training
10260,5,Training
10261,5,Training
10262,2,Training
10263,2,Training
10264,6,Training
10265,0,Training
10266,6,Training
10267,2,Training
10268,5,Training
10269,2,Training
10270,3,Training
10271,6,Training
10272,3,Training
10273,3,Training
10274,6,Training
10275,4,Training
10276,3,Training
10277,3,Training
10278,2,Training
10279,2,Training
10280,3,Training
10281,2,Training
10282,5,Training
10283,3,Training
10284,3,Training
10285,2,Training
10286,0,Training
10287,0,Training
10288,5,Training
10289,4,Training
10290,3,Training
10291,3,Training
10292,2,Training
10293,4,Training
10294,6,Training
10295,3,Training
10296,6,Training
10297,3,Training
10298,3,Training
10299,2,Training
10300,2,Training
10301,6,Training
10302,0,Training
10303,2,Training
10304,6,Training
10305,4,Training
10306,5,Training
10307,3,Training
10308,4,Training
10309,6,Training
10310,0,Training
10311,4,Training
10312,3,Training
10313,4,Training
10314,3,Training
10315,0,Training
10316,1,Training
10317,3,Training
10318,3,Training
10319,2,Training
10320,6,Training
10321,4,Training
10322,6,Training
10323,6,Training
10324,2,Training
10325,0,Training
10326,2,Training
10327,3,Training
10328,2,Training
10329,2,Training
10330,2,Training
10331,3,Training
10332,4,Training
10333,5,Training
10334,4,Training
10335,2,Training
10336,0,Training
10337,5,Training
10338,0,Training
10339,4,Training
10340,6,Training
10341,3,Training
10342,2,Training
10343,3,Training
10344,3,Training
10345,3,Training
10346,6,Training
10347,3,Training
10348,0,Training
10349,6,Training
10350,2,Training
10351,3,Training
10352,4,Training
10353,4,Training
10354,6,Training
10355,2,Training
10356,5,Training
10357,5,Training
10358,4,Training
10359,0,Training
10360,5,Training
10361,6,Training
10362,3,Training
10363,0,Training
10364,0,Training
10365,5,Training
10366,3,Training
10367,3,Training
10368,3,Training
10369,2,Training
10370,3,Training
10371,0,Training
10372,5,Training
10373,0,Training
10374,5,Training
10375,4,Training
10376,3,Training
10377,0,Training
10378,0,Training
10379,4,Training
10380,6,Training
10381,6,Training
10382,0,Training
10383,4,Training
10384,2,Training
10385,0,Training
10386,4,Training
10387,3,Training
10388,0,Training
10389,4,Training
10390,6,Training
10391,5,Training
10392,5,Training
10393,6,Training
10394,0,Training
10395,5,Training
10396,2,Training
10397,0,Training
10398,3,Training
10399,0,Training
10400,3,Training
10401,0,Training
10402,5,Training
10403,6,Training
10404,6,Training
10405,4,Training
10406,6,Training
10407,4,Training
10408,5,Training
10409,2,Training
10410,5,Training
10411,5,Training
10412,4,Training
10413,2,Training
10414,1,Training
10415,0,Training
10416,4,Training
10417,5,Training
10418,3,Training
10419,4,Training
10420,0,Training
10421,6,Training
10422,3,Training
10423,4,Training
10424,3,Training
10425,4,Training
10426,0,Training
10427,3,Training
10428,3,Training
10429,0,Training
10430,0,Training
10431,0,Training
10432,3,Training
10433,2,Training
10434,2,Training
10435,1,Training
10436,3,Training
10437,2,Training
10438,3,Training
10439,0,Training
10440,0,Training
10441,0,Training
10442,2,Training
10443,2,Training
10444,5,Training
10445,2,Training
10446,5,Training
10447,3,Training
10448,2,Training
10449,3,Training
10450,4,Training
10451,2,Training
10452,4,Training
10453,4,Training
10454,4,Training
10455,4,Training
10456,3,Training
10457,6,Training
10458,2,Training
10459,2,Training
10460,2,Training
10461,4,Training
10462,0,Training
10463,2,Training
10464,3,Training
10465,3,Training
10466,6,Training
10467,3,Training
10468,3,Training
10469,3,Training
10470,2,Training
10471,3,Training
10472,0,Training
10473,5,Training
10474,6,Training
10475,0,Training
10476,2,Training
10477,3,Training
10478,3,Training
10479,6,Training
10480,3,Training
10481,3,Training
10482,4,Training
10483,3,Training
10484,6,Training
10485,3,Training
10486,2,Training
10487,4,Training
10488,4,Training
10489,2,Training
10490,0,Training
10491,5,Training
10492,3,Training
10493,2,Training
10494,4,Training
10495,4,Training
10496,6,Training
10497,0,Training
10498,4,Training
10499,6,Training
10500,6,Training
10501,6,Training
10502,3,Training
10503,6,Training
10504,6,Training
10505,5,Training
10506,3,Training
10507,2,Training
10508,2,Training
10509,3,Training
10510,0,Training
10511,0,Training
10512,6,Training
10513,4,Training
10514,3,Training
10515,4,Training
10516,6,Training
10517,2,Training
10518,6,Training
10519,4,Training
10520,4,Training
10521,1,Training
10522,6,Training
10523,6,Training
10524,2,Training
10525,3,Training
10526,6,Training
10527,5,Training
10528,3,Training
10529,6,Training
10530,5,Training
10531,4,Training
10532,1,Training
10533,6,Training
10534,2,Training
10535,6,Training
10536,6,Training
10537,3,Training
10538,1,Training
10539,6,Training
10540,3,Training
10541,0,Training
10542,3,Training
10543,3,Training
10544,0,Training
10545,5,Training
10546,4,Training
10547,4,Training
10548,0,Training
10549,6,Training
10550,3,Training
10551,0,Training
10552,3,Training
10553,4,Training
10554,0,Training
10555,3,Training
10556,5,Training
10557,2,Training
10558,4,Training
10559,4,Training
10560,4,Training
10561,4,Training
10562,6,Training
10563,0,Training
10564,2,Training
10565,4,Training
10566,5,Training
10567,6,Training
10568,2,Training
10569,6,Training
10570,3,Training
10571,3,Training
10572,2,Training
10573,0,Training
10574,3,Training
10575,5,Training
10576,5,Training
10577,4,Training
10578,3,Training
10579,5,Training
10580,5,Training
10581,4,Training
10582,2,Training
10583,0,Training
10584,6,Training
10585,5,Training
10586,6,Training
10587,3,Training
10588,4,Training
10589,4,Training
10590,3,Training
10591,2,Training
10592,0,Training
10593,2,Training
10594,3,Training
10595,0,Training
10596,6,Training
10597,3,Training
10598,6,Training
10599,3,Training
10600,6,Training
10601,3,Training
10602,5,Training
10603,0,Training
10604,0,Training
10605,2,Training
10606,1,Training
10607,4,Training
10608,3,Training
10609,3,Training
10610,3,Training
10611,2,Training
10612,6,Training
10613,4,Training
10614,2,Training
10615,3,Training
10616,0,Training
10617,3,Training
10618,4,Training
10619,0,Training
10620,4,Training
10621,3,Training
10622,3,Training
10623,0,Training
10624,6,Training
10625,5,Training
10626,0,Training
10627,5,Training
10628,5,Training
10629,3,Training
10630,6,Training
10631,4,Training
10632,4,Training
10633,2,Training
10634,6,Training
10635,3,Training
10636,6,Training
10637,4,Training
10638,3,Training
10639,3,Training
10640,3,Training
10641,3,Training
10642,4,Training
10643,5,Training
10644,3,Training
10645,4,Training
10646,1,Training
10647,3,Training
10648,4,Training
10649,2,Training
10650,4,Training
10651,0,Training
10652,3,Training
10653,6,Training
10654,6,Training
10655,4,Training
10656,0,Training
10657,4,Training
10658,4,Training
10659,4,Training
10660,3,Training
10661,0,Training
10662,2,Training
10663,4,Training
10664,6,Training
10665,4,Training
10666,0,Training
10667,2,Training
10668,5,Training
10669,4,Training
10670,4,Training
10671,4,Training
10672,5,Training
10673,2,Training
10674,6,Training
10675,4,Training
10676,6,Training
10677,2,Training
10678,3,Training
10679,4,Training
10680,3,Training
10681,3,Training
10682,0,Training
10683,3,Training
10684,6,Training
10685,3,Training
10686,4,Training
10687,2,Training
10688,4,Training
10689,6,Training
10690,3,Training
10691,3,Training
10692,0,Training
10693,6,Training
10694,4,Training
10695,2,Training
10696,6,Training
10697,3,Training
10698,2,Training
10699,0,Training
10700,5,Training
10701,5,Training
10702,0,Training
10703,3,Training
10704,6,Training
10705,1,Training
10706,6,Training
10707,3,Training
10708,3,Training
10709,6,Training
10710,5,Training
10711,4,Training
10712,6,Training
10713,4,Training
10714,0,Training
10715,6,Training
10716,0,Training
10717,6,Training
10718,2,Training
10719,6,Training
10720,4,Training
10721,6,Training
10722,3,Training
10723,5,Training
10724,3,Training
10725,6,Training
10726,0,Training
10727,3,Training
10728,3,Training
10729,0,Training
10730,3,Training
10731,1,Training
10732,1,Training
10733,3,Training
10734,5,Training
10735,3,Training
10736,2,Training
10737,4,Training
10738,6,Training
10739,3,Training
10740,2,Training
10741,6,Training
10742,6,Training
10743,0,Training
10744,5,Training
10745,6,Training
10746,0,Training
10747,2,Training
10748,6,Training
10749,2,Training
10750,6,Training
10751,5,Training
10752,3,Training
10753,4,Training
10754,4,Training
10755,5,Training
10756,2,Training
10757,4,Training
10758,2,Training
10759,3,Training
10760,5,Training
10761,2,Training
10762,5,Training
10763,3,Training
10764,3,Training
10765,4,Training
10766,3,Training
10767,4,Training
10768,5,Training
10769,4,Training
10770,3,Training
10771,0,Training
10772,3,Training
10773,3,Training
10774,6,Training
10775,6,Training
10776,6,Training
10777,6,Training
10778,6,Training
10779,5,Training
10780,4,Training
10781,6,Training
10782,3,Training
10783,3,Training
10784,3,Training
10785,0,Training
10786,0,Training
10787,6,Training
10788,5,Training
10789,3,Training
10790,0,Training
10791,3,Training
10792,3,Training
10793,4,Training
10794,4,Training
10795,4,Training
10796,3,Training
10797,2,Training
10798,4,Training
10799,2,Training
10800,5,Training
10801,6,Training
10802,2,Training
10803,4,Training
10804,6,Training
10805,0,Training
10806,4,Training
10807,3,Training
10808,4,Training
10809,3,Training
10810,2,Training
10811,3,Training
10812,0,Training
10813,5,Training
10814,0,Training
10815,6,Training
10816,6,Training
10817,4,Training
10818,0,Training
10819,0,Training
10820,5,Training
10821,0,Training
10822,2,Training
10823,0,Training
10824,2,Training
10825,0,Training
10826,3,Training
10827,6,Training
10828,4,Training
10829,4,Training
10830,6,Training
10831,0,Training
10832,2,Training
10833,2,Training
10834,6,Training
10835,2,Training
10836,6,Training
10837,5,Training
10838,3,Training
10839,0,Training
10840,4,Training
10841,3,Training
10842,4,Training
10843,6,Training
10844,4,Training
10845,2,Training
10846,6,Training
10847,5,Training
10848,4,Training
10849,5,Training
10850,3,Training
10851,0,Training
10852,3,Training
10853,5,Training
10854,0,Training
10855,5,Training
10856,3,Training
10857,2,Training
10858,4,Training
10859,4,Training
10860,4,Training
10861,6,Training
10862,6,Training
10863,6,Training
10864,3,Training
10865,4,Training
10866,5,Training
10867,2,Training
10868,2,Training
10869,2,Training
10870,3,Training
10871,4,Training
10872,3,Training
10873,5,Training
10874,0,Training
10875,2,Training
10876,3,Training
10877,3,Training
10878,4,Training
10879,3,Training
10880,3,Training
10881,4,Training
10882,2,Training
10883,5,Training
10884,2,Training
10885,3,Training
10886,5,Training
10887,6,Training
10888,4,Training
10889,0,Training
10890,0,Training
10891,3,Training
10892,4,Training
10893,6,Training
10894,0,Training
10895,3,Training
10896,2,Training
10897,6,Training
10898,6,Training
10899,6,Training
10900,0,Training
10901,4,Training
10902,6,Training
10903,3,Training
10904,0,Training
10905,6,Training
10906,6,Training
10907,0,Training
10908,0,Training
10909,5,Training
10910,4,Training
10911,3,Training
10912,6,Training
10913,0,Training
10914,3,Training
10915,0,Training
10916,6,Training
10917,3,Training
10918,0,Training
10919,4,Training
10920,3,Training
10921,3,Training
10922,4,Training
10923,6,Training
10924,4,Training
10925,0,Training
10926,6,Training
10927,3,Training
10928,0,Training
10929,3,Training
10930,3,Training
10931,5,Training
10932,5,Training
10933,2,Training
10934,2,Training
10935,3,Training
10936,6,Training
10937,6,Training
10938,2,Training
10939,0,Training
10940,4,Training
10941,2,Training
10942,0,Training
10943,6,Training
10944,2,Training
10945,4,Training
10946,6,Training
10947,0,Training
10948,6,Training
10949,4,Training
10950,5,Training
10951,2,Training
10952,4,Training
10953,6,Training
10954,2,Training
10955,5,Training
10956,3,Training
10957,5,Training
10958,5,Training
10959,0,Training
10960,3,Training
10961,0,Training
10962,4,Training
10963,5,Training
10964,5,Training
10965,0,Training
10966,5,Training
10967,5,Training
10968,2,Training
10969,6,Training
10970,0,Training
10971,6,Training
10972,3,Training
10973,0,Training
10974,3,Training
10975,2,Training
10976,2,Training
10977,5,Training
10978,2,Training
10979,2,Training
10980,4,Training
10981,2,Training
10982,2,Training
10983,4,Training
10984,0,Training
10985,4,Training
10986,4,Training
10987,2,Training
10988,0,Training
10989,0,Training
10990,3,Training
10991,5,Training
10992,3,Training
10993,2,Training
10994,0,Training
10995,4,Training
10996,3,Training
10997,3,Training
10998,6,Training
10999,4,Training
11000,5,Training
11001,2,Training
11002,0,Training
11003,6,Training
11004,0,Training
11005,2,Training
11006,3,Training
11007,3,Training
11008,0,Training
11009,2,Training
11010,4,Training
11011,0,Training
11012,4,Training
11013,6,Training
11014,0,Training
